user_id,skill_name,type,activityId,correct,attempt_count,successRate,sequence,visited_At,completed_At,order_Id
norway22140,Variables and Operations,Challenges,JDecInc3,1,1,1,1,2023-03-19 19:50:59.348,2023-03-19 19:51:06.672,382
norway22140,Variables and Operations,Challenges,FahrenheitToCelsius,1,4,0.25,"0,0,0,1",2023-03-19 19:51:06.813,2023-03-19 19:51:25.753,383
norway22140,Variables and Operations,Challenges,DisplayTime2,1,6,0.17,"0,0,0,0,0,1",2023-03-19 19:51:25.374,#N/A,384
norway22140,Variables and Operations,Challenges,VendingMachine2,1,3,0.33,"0,0,1",2023-03-19 19:51:59.803,2023-03-19 19:52:17.874,385
norway22140,Variables and Operations,Challenges,BmiCalculator2,1,8,0.12,"0,0,0,0,0,0,0,1",2023-03-19 19:52:18.733,2023-03-19 19:53:01.088,386
norway22140,Variables and Operations,Challenges,PythagoreanTheorem2,1,5,0.2,"0,0,0,0,1",2023-03-19 19:52:58.755,2023-03-19 19:53:26.39,387
norway22139,While Loops,Challenges,JInput3,1,5,0.2,"0,0,0,0,1",2023-03-19 22:27:03.051,2023-03-19 22:27:29.28,388
norway22108,Boolean Expressions,Challenges,JPhoneAge2,1,1,1,1,2023-03-20 01:19:07.852,2023-03-20 01:19:35.472,389
norway22108,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-20 01:19:37.022,2023-03-20 01:19:58.596,390
norway22108,Boolean Expressions,Challenges,JBooleanDryHot2,1,3,0.33,"0,0,1",2023-03-20 01:20:04.718,2023-03-20 01:20:38.889,391
norway22121,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-20 02:11:53.43,2023-03-20 02:13:58.594,392
norway22121,If-Else,Challenges,JIfElseWages2,1,2,0.5,"0,1",2023-03-20 02:13:59.549,2023-03-20 02:22:40.79,393
norway22121,If-Else,Challenges,JNestedIfMaxOfThree,1,2,0.5,"0,1",2023-03-20 02:25:08.361,2023-03-20 02:26:56.482,394
norway22121,Boolean Expressions,Challenges,JPhoneAge2,1,5,0.2,"0,0,0,0,1",2023-03-20 02:27:04.063,2023-03-20 02:29:52.032,395
norway22121,Two-Dimensional Arrays,Challenges,JArrays2dBasic2,1,5,0.2,"0,0,0,0,1",2023-03-20 03:28:41.076,2023-03-20 03:30:12.428,396
norway22121,Two-Dimensional Arrays,Challenges,JArrays2dBasic3,1,1,1,1,2023-03-20 03:35:12.023,2023-03-20 03:37:42.473,397
norway22121,Two-Dimensional Arrays,Challenges,JPrintMedalsRowColumnTotal,1,2,0.5,"0,1",2023-03-20 03:37:43.218,2023-03-20 03:46:14.636,398
norway22120,Variables and Operations,Challenges,FahrenheitToCelsius,1,3,0.33,"0,0,1",2023-03-20 10:32:12.315,2023-03-20 10:33:24.794,399
norway22120,Variables and Operations,Challenges,DisplayTime2,1,4,0.25,"0,0,0,1",2023-03-20 10:33:31.333,2023-03-20 10:37:40.56,400
norway22120,Variables and Operations,Challenges,VendingMachine2,1,4,0.25,"0,0,0,1",2023-03-20 10:37:41.961,2023-03-20 10:41:13.154,401
norway22120,Boolean Expressions,Challenges,JThreeBoolean3,1,1,1,1,2023-03-20 10:41:56.521,2023-03-20 10:42:15.737,402
norway22120,Boolean Expressions,Challenges,JThreeBoolean2,1,1,1,1,2023-03-20 10:42:19.979,2023-03-20 10:42:38.194,403
norway22114,File processing,Challenges,JWorkHours2,1,3,0.33,"0,0,1",2023-03-20 10:45:03.392,2023-03-20 10:50:25.338,404
norway22113,Inheritance,Challenges,AnimalTester2,1,12,0.08,"0,0,0,0,0,0,0,0,0,0,0,1",2023-03-20 10:47:31.284,2023-03-20 10:48:29.38,405
norway22113,Inheritance,Challenges,InheritancePointTester2,1,10,0.1,"0,0,0,0,0,0,0,0,0,1",2023-03-20 10:48:29.471,2023-03-20 10:49:22.553,406
norway22114,File processing,Challenges,JInputStat2,1,5,0.2,"0,0,0,0,1",2023-03-20 10:51:11.676,2023-03-28 15:05:23.65,407
norway22159,For Loops,Challenges,JForTwo2,1,1,1,1,2023-03-20 10:53:10.811,2023-03-20 10:58:31.566,408
norway22113,ArrayLists,Challenges,JVocabulary2,1,3,0.33,"0,0,1",2023-03-20 10:54:12.656,2023-03-20 10:54:41.07,409
norway22120,If-Else,Challenges,JNestedIfMaxOfThree,1,1,1,1,2023-03-20 10:56:29.061,2023-03-20 10:56:44.005,410
norway22120,If-Else,Challenges,JNestedIfTemperature2,1,3,0.33,"0,0,1",2023-03-20 10:56:44.374,2023-03-20 10:57:19.525,411
norway22159,For Loops,Challenges,JForOne2,1,2,0.5,"0,1",2023-03-20 10:56:49.984,2023-03-20 10:58:02.24,412
norway22120,If-Else,Challenges,JIfElseIfGrade2,1,3,0.33,"0,0,1",2023-03-20 10:57:18.521,2023-03-20 10:58:39.586,413
norway22159,For Loops,Challenges,JForThree2,1,1,1,1,2023-03-20 10:58:32.938,2023-03-20 10:58:47.097,414
norway22159,For Loops,Challenges,JWriteSquaresOdd,1,1,1,1,2023-03-20 10:58:47.513,2023-03-20 11:00:15.485,415
norway22159,For Loops,Challenges,JWriteSquaresRange,1,2,0.5,"0,1",2023-03-20 11:00:19.616,2023-03-20 11:01:02.648,416
norway22113,Arrays,Challenges,JArrayFillUserInput,1,4,0.25,"0,0,0,1",2023-03-20 11:13:01.06,2023-03-20 11:13:20.321,417
norway22145,Variables and Operations,Challenges,JDecInc2,1,2,0.5,"0,1",2023-03-20 11:13:31.986,2023-03-20 11:15:11.743,418
norway22113,Arrays,Challenges,JArrayBasic2,1,4,0.25,"0,0,0,1",2023-03-20 11:14:03.093,2023-03-20 11:14:20.991,419
norway22113,Arrays,Challenges,JArrayBasic3,1,4,0.25,"0,0,0,1",2023-03-20 11:14:20.732,2023-03-20 11:14:37.552,420
norway22113,Arrays,Challenges,JArraySwapAdjacentElements,1,3,0.33,"0,0,1",2023-03-20 11:14:39.109,2023-03-20 11:15:01.171,421
norway22113,Arrays,Challenges,JAverageArrayElements,1,3,0.33,"0,0,1",2023-03-20 11:15:01.529,2023-03-20 11:15:14.402,422
norway22145,Variables and Operations,Challenges,JDecInc3,1,1,1,1,2023-03-20 11:15:12.204,2023-03-20 11:15:35.205,423
norway22113,Arrays,Challenges,JArrayMin,1,4,0.25,"0,0,0,1",2023-03-20 11:15:19.111,2023-03-20 11:15:38.66,424
norway22145,Variables and Operations,Challenges,FahrenheitToCelsius,1,2,0.5,"0,1",2023-03-20 11:15:35.365,2023-03-20 11:16:19.583,425
norway22113,Arrays,Challenges,JTemperatureListDaysAboveThreshold,1,8,0.12,"0,0,0,0,0,0,0,1",2023-03-20 11:15:38.492,2023-03-20 11:16:31.782,426
norway22145,Variables and Operations,Challenges,DisplayTime2,1,3,0.33,"0,0,1",2023-03-20 11:16:19.7,2023-03-20 11:17:19.196,427
norway22113,Arrays,Challenges,JArrayRotateLeftTwice,1,17,0.06,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-03-20 11:16:43.22,2023-03-20 11:18:01.882,428
norway22145,Variables and Operations,Challenges,VendingMachine2,1,1,1,1,2023-03-20 11:17:18.899,2023-03-24 10:17:42.873,429
norway22145,Variables and Operations,Challenges,BmiCalculator2,1,3,0.33,"0,0,1",2023-03-20 11:17:37.534,2023-03-24 10:16:14.605,430
norway22113,Arrays,Challenges,JArrayRotateRight,1,4,0.25,"0,0,0,1",2023-03-20 11:18:02.169,2023-03-20 11:18:26.717,431
norway22145,Variables and Operations,Challenges,PythagoreanTheorem2,1,1,1,1,2023-03-20 11:18:06,2023-03-24 10:14:33.284,432
norway22113,Arrays,Challenges,JArrayRotateRightTwice,1,6,0.17,"0,0,0,0,0,1",2023-03-20 11:18:27.257,2023-03-20 11:18:59.794,433
norway22113,Arrays,Challenges,JSearchArrayTotalCounts,1,1,1,1,2023-03-20 11:18:59.884,2023-03-20 11:19:15.343,434
norway22113,Arrays,Challenges,JSearchArrayCountsEach,1,2,0.5,"0,1",2023-03-20 11:19:15.656,2023-03-20 11:19:34.048,435
norway22113,Two-Dimensional Arrays,Challenges,JArrays2dBasic2,1,2,0.5,"0,1",2023-03-20 11:21:16.124,2023-03-20 11:21:26.4,436
norway22113,Two-Dimensional Arrays,Challenges,JArrays2dBasic3,1,1,1,1,2023-03-20 11:21:26.858,2023-03-20 11:21:33.008,437
norway22113,Two-Dimensional Arrays,Challenges,JPrintMedalsRowColumnTotal,1,3,0.33,"0,0,1",2023-03-20 11:21:32.767,2023-03-20 11:21:51.697,438
norway22113,Two-Dimensional Arrays,Challenges,JSodaSurverySodaAvg,1,12,0.08,"0,0,0,0,0,0,0,0,0,0,0,1",2023-03-20 11:21:51.75,2023-03-20 11:22:53.355,439
norway22113,Two-Dimensional Arrays,Challenges,JSodaSurverySodaRespondentAvg,1,6,0.17,"0,0,0,0,0,1",2023-03-20 11:22:53.423,2023-03-20 11:23:28.35,440
norway22113,Exception handling,Challenges,JCheckAge2,1,4,0.25,"0,0,0,1",2023-03-20 11:30:51.547,2023-03-20 11:31:15.308,441
norway22113,Exception handling,Challenges,JCheckProductCode2,1,7,0.14,"0,0,0,0,0,0,1",2023-03-20 11:31:15.256,2023-03-20 11:31:48.266,442
norway22113,File processing,Challenges,JWorkHours2,1,5,0.2,"0,0,0,0,1",2023-03-20 11:32:25.085,2023-03-20 11:32:57.231,443
norway22113,File processing,Challenges,JInputStat2,1,1,1,1,2023-03-20 11:32:56.073,2023-03-20 11:33:15.735,444
norway22145,Strings,Challenges,Initials2,1,1,1,1,2023-03-20 11:48:06.635,2023-03-20 11:49:00.239,445
norway22145,Strings,Challenges,Initials3,1,2,0.5,"0,1",2023-03-20 11:49:00.279,2023-03-20 11:49:43.708,446
norway22145,Strings,Challenges,StringAddition2,1,1,1,1,2023-03-20 11:49:43.899,2023-03-20 11:50:17.486,447
norway22145,Strings,Challenges,JEscapeChar2,1,1,1,1,2023-03-20 11:50:15.842,2023-03-20 11:50:46.846,448
norway22145,Strings,Challenges,JEscapeChar3,1,4,0.25,"0,0,0,1",2023-03-20 11:50:46.976,2023-03-20 11:52:55.64,449
norway22142,Variables and Operations,Challenges,PythagoreanTheorem2,1,1,1,1,2023-03-20 11:52:06.525,2023-03-20 11:54:19.355,450
norway22145,Strings,Challenges,JCharAt2,1,1,1,1,2023-03-20 11:52:57.759,2023-03-20 11:53:24.015,451
norway22145,Strings,Challenges,JStringEqual2,1,1,1,1,2023-03-20 11:53:22.945,2023-03-20 11:53:55.541,452
norway22142,Variables and Operations,Challenges,JDecInc2,1,1,1,1,2023-03-20 11:54:20.818,2023-03-20 12:00:56.36,453
norway22145,Boolean Expressions,Challenges,JPhoneAge2,1,1,1,1,2023-03-20 11:59:04.534,2023-03-24 10:18:59.19,454
norway22142,Variables and Operations,Challenges,BmiCalculator2,1,2,0.5,"0,1",2023-03-20 12:00:59.461,2023-03-20 12:03:47.502,455
norway22114,Exception handling,Challenges,JCheckAge2,1,9,0.11,"0,0,0,0,0,0,0,0,1",2023-03-20 12:15:21.786,2023-03-20 12:24:39.986,456
norway22114,Exception handling,Challenges,JCheckProductCode2,1,2,0.5,"0,1",2023-03-20 12:40:23.445,2023-03-20 12:42:43.223,457
norway22114,Arrays,Challenges,JArrayBasic2,1,1,1,1,2023-03-20 12:43:02.811,2023-03-20 13:26:59.68,458
norway22114,Arrays,Challenges,JArrayBasic3,1,1,1,1,2023-03-20 13:27:00.39,2023-03-20 13:27:22.411,459
norway22114,Arrays,Challenges,JArrayFillUserInput,1,1,1,1,2023-03-20 13:27:22.176,2023-03-20 13:28:14.124,460
norway22114,Arrays,Challenges,JArraySwapAdjacentElements,1,4,0.25,"0,0,0,1",2023-03-20 13:28:14.394,2023-03-20 13:43:33.277,461
norway22114,Arrays,Challenges,JAverageArrayElements,1,2,0.5,"0,1",2023-03-20 13:43:33.382,2023-03-20 13:46:47.654,462
norway22114,Arrays,Challenges,JArrayMin,1,6,0.17,"0,0,0,0,0,1",2023-03-20 13:46:56.332,2023-03-20 13:51:49.885,463
norway22142,Nested Loops,Challenges,JRepeatedSequence2,1,1,1,1,2023-03-20 13:47:06.201,2023-03-20 13:47:45.141,464
norway22114,Arrays,Challenges,JTemperatureListDaysAboveThreshold,1,3,0.33,"0,0,1",2023-03-20 13:51:51.246,2023-03-20 14:01:05.618,465
norway22114,Arrays,Challenges,JArrayRotateLeftTwice,1,6,0.17,"0,0,0,0,0,1",2023-03-20 14:01:17.759,2023-03-20 14:04:32.153,466
norway22114,Arrays,Challenges,JArrayRotateRight,1,2,0.5,"0,1",2023-03-20 14:04:36.914,2023-03-20 14:07:09.091,467
norway22114,Arrays,Challenges,JArrayRotateRightTwice,1,2,0.5,"0,1",2023-03-20 14:08:30.457,2023-03-20 14:09:43.979,468
norway22114,Arrays,Challenges,JSearchArrayTotalCounts,1,4,0.25,"0,0,0,1",2023-03-20 14:09:44.767,2023-03-20 14:17:24.204,469
norway22142,Arrays,Challenges,JArrayFillUserInput,1,2,0.5,"0,1",2023-03-20 14:12:17.439,2023-03-20 14:13:01.65,470
norway22114,Arrays,Challenges,JSearchArrayCountsEach,1,6,0.17,"0,0,0,0,0,1",2023-03-20 14:17:23.901,2023-03-20 14:19:01.088,471
norway22114,ArrayLists,Challenges,JVocabulary2,1,2,0.5,"0,1",2023-03-20 14:28:38.335,2023-03-20 14:31:30.11,472
norway22114,Inheritance,Challenges,AnimalTester2,1,3,0.33,"0,0,1",2023-03-20 14:32:28.091,2023-03-20 14:36:30.169,473
norway22130,Inheritance,Challenges,AnimalTester2,1,4,0.25,"0,0,0,1",2023-03-20 17:05:09.062,2023-03-22 12:57:02.708,474
norway22130,Arrays,Challenges,JArrayBasic2,1,1,1,1,2023-03-20 17:12:14.006,2023-03-20 17:12:56.716,475
norway22130,Arrays,Challenges,JArrayBasic3,1,1,1,1,2023-03-20 17:12:58.031,2023-03-20 17:13:18.887,476
norway22130,Arrays,Challenges,JArraySwapAdjacentElements,1,4,0.25,"0,0,0,1",2023-03-20 17:13:22.927,2023-03-22 13:47:30.78,477
norway22130,Arrays,Challenges,JAverageArrayElements,1,1,1,1,2023-03-20 17:13:34.409,2023-03-22 13:48:06.04,478
norway22133,Arrays,Challenges,JArrayBasic2,1,3,0.33,"0,0,1",2023-03-20 17:32:07.218,2023-03-20 17:32:48.838,479
norway22133,Arrays,Challenges,JArrayBasic3,1,2,0.5,"0,1",2023-03-20 17:32:50.976,2023-03-20 17:33:10.812,480
norway22133,Arrays,Challenges,JArrayFillUserInput,1,4,0.25,"0,0,0,1",2023-03-20 17:33:10.948,2023-03-20 17:33:39.65,481
norway22132,Variables and Operations,Challenges,PythagoreanTheorem2,1,2,0.5,"0,1",2023-03-20 18:15:53.158,2023-03-20 18:17:59.578,482
norway22132,Variables and Operations,Challenges,VendingMachine2,1,3,0.33,"0,0,1",2023-03-20 18:18:21.18,2023-03-20 18:25:22.485,483
norway22132,Variables and Operations,Challenges,DisplayTime2,1,4,0.25,"0,0,0,1",2023-03-20 18:25:25.726,2023-03-20 18:28:17.205,484
norway22132,Variables and Operations,Challenges,BmiCalculator2,1,3,0.33,"0,0,1",2023-03-20 18:28:18.743,2023-03-20 18:29:11.839,485
norway22132,Variables and Operations,Challenges,FahrenheitToCelsius,1,2,0.5,"0,1",2023-03-20 18:29:24.939,2023-03-20 18:30:17.281,486
norway22138,Strings,Challenges,JCharAt2,1,4,0.25,"0,0,0,1",2023-03-20 20:23:30.184,2023-03-20 20:27:13.955,487
norway22138,Strings,Challenges,Initials2,1,4,0.25,"0,0,0,1",2023-03-20 20:28:38.338,2023-03-20 20:33:28.121,488
norway22138,Strings,Challenges,JStringEqual2,1,14,0.07,"0,0,0,0,0,0,0,0,0,0,0,0,0,1",2023-03-20 20:34:04.39,2023-03-20 20:43:19.18,489
norway22138,Strings,Challenges,Initials3,1,2,0.5,"0,1",2023-03-20 20:43:29.932,2023-03-20 20:47:42.041,490
norway22138,Strings,Challenges,StringAddition2,1,4,0.25,"0,0,0,1",2023-03-20 20:47:50.092,2023-03-20 20:50:31.705,491
norway22138,Strings,Challenges,JEscapeChar2,1,4,0.25,"0,0,0,1",2023-03-20 20:50:33.281,2023-03-20 20:52:10.489,492
norway22138,Strings,Challenges,JEscapeChar3,1,7,0.14,"0,0,0,0,0,0,1",2023-03-20 20:52:11.097,2023-03-20 20:54:15.871,493
norway22118,Variables and Operations,Challenges,PythagoreanTheorem2,1,5,0.2,"0,0,0,0,1",2023-03-21 08:26:39.465,2023-03-21 08:27:28.485,494
norway22118,Variables and Operations,Challenges,JDecInc2,1,1,1,1,2023-03-21 08:27:29.637,2023-03-21 08:28:20.922,495
norway22118,Variables and Operations,Challenges,JDecInc3,1,1,1,1,2023-03-21 08:28:24.832,2023-03-21 08:28:37.161,496
norway22118,Variables and Operations,Challenges,BmiCalculator2,1,11,0.09,"0,0,0,0,0,0,0,0,0,0,1",2023-03-21 08:28:38.925,2023-03-23 14:58:17.915,497
norway22105,Objects and Classes,Challenges,PointTester2,1,5,0.2,"0,0,0,0,1",2023-03-21 11:31:45.196,2023-03-21 11:32:57.998,498
norway22105,Objects and Classes,Challenges,TVTester2,1,3,0.33,"0,0,1",2023-03-21 11:32:57.894,2023-03-21 11:33:57.541,499
norway22105,Objects and Classes,Challenges,LoanTester2,1,2,0.5,"0,1",2023-03-21 11:33:58.158,2023-03-21 11:34:53.834,500
norway22105,Objects and Classes,Challenges,Transactions2,1,4,0.25,"0,0,0,1",2023-03-21 11:34:52.637,2023-03-21 11:35:40.485,501
norway22141,Variables and Operations,Challenges,JDecInc2,1,1,1,1,2023-03-21 12:37:21.782,#N/A,502
norway22141,Strings,Challenges,Initials2,1,2,0.5,"0,1",2023-03-21 12:45:38.91,2023-03-21 12:49:30.014,503
norway22141,Boolean Expressions,Challenges,JPhoneAge2,1,2,0.5,"0,1",2023-03-21 12:49:45.163,2023-03-21 12:53:28.499,504
norway22141,If-Else,Challenges,ifElseOddEven,1,1,1,1,2023-03-21 12:53:44.005,2023-03-21 12:56:50.631,505
norway22141,While Loops,Challenges,JLargestDivisor,1,6,0.17,"0,0,0,0,0,1",2023-03-21 12:57:03.366,2023-03-21 13:03:13.955,506
norway22141,Two-Dimensional Arrays,Challenges,JArrays2dBasic2,1,1,1,1,2023-03-21 13:10:24.111,2023-03-21 13:17:07.471,507
norway22110,Variables and Operations,Challenges,JDecInc2,1,7,0.29,"0,0,1,0,0,0,1",2023-03-21 13:15:24.606,2023-03-21 13:50:16.812,508
norway22141,Two-Dimensional Arrays,Challenges,JArrays2dBasic3,1,1,1,1,2023-03-21 13:17:10.867,2023-03-21 13:18:08.557,509
norway22141,Two-Dimensional Arrays,Challenges,JPrintMedalsRowColumnTotal,1,1,1,1,2023-03-21 13:18:09.981,2023-03-21 13:22:51.567,510
norway22110,Variables and Operations,Challenges,JDecInc3,1,2,1,"1,1",2023-03-21 13:50:42.42,2023-03-21 13:55:37.008,511
norway22110,Variables and Operations,Challenges,FahrenheitToCelsius,1,4,0.25,"0,0,0,1",2023-03-21 14:26:35.395,2023-03-21 14:32:47.817,512
norway22110,Variables and Operations,Challenges,DisplayTime2,1,7,0.14,"0,0,0,0,0,0,1",2023-03-21 14:33:16.033,2023-03-21 15:19:22.185,513
norway22133,Variables and Operations,Challenges,FahrenheitToCelsius,1,5,0.2,"0,0,0,0,1",2023-03-21 16:56:08.898,2023-03-21 16:59:45.743,514
norway22133,Variables and Operations,Challenges,VendingMachine2,1,3,0.33,"0,0,1",2023-03-21 16:59:49.91,2023-03-21 17:01:43.743,515
norway22133,Strings,Challenges,StringAddition2,1,1,1,1,2023-03-21 17:03:16.346,2023-03-21 17:04:24.583,516
norway22133,Strings,Challenges,Initials3,1,1,1,1,2023-03-21 17:04:56.529,2023-03-21 17:05:43.133,517
norway22133,Strings,Challenges,Initials2,1,1,1,1,2023-03-21 17:06:22.929,2023-03-21 17:08:01.922,518
norway22130,Strings,Challenges,Initials2,1,2,0.5,"0,1",2023-03-21 18:11:50.352,2023-03-21 18:13:13.036,519
norway22130,Strings,Challenges,Initials3,1,3,0.33,"0,0,1",2023-03-21 18:13:13.341,2023-03-21 18:14:37.792,520
norway22130,Strings,Challenges,StringAddition2,1,2,0.5,"0,1",2023-03-21 18:14:37.787,2023-03-21 18:15:43.821,521
norway22130,Strings,Challenges,JEscapeChar2,1,1,1,1,2023-03-21 18:15:45.087,2023-03-21 18:17:17.52,522
norway22130,Strings,Challenges,JEscapeChar3,1,2,0.5,"0,1",2023-03-21 18:17:18.079,2023-03-21 18:18:30.931,523
norway22130,Strings,Challenges,JCharAt2,1,1,1,1,2023-03-21 18:18:30.75,2023-03-21 18:19:04.155,524
norway22130,Strings,Challenges,JStringEqual2,1,4,0.25,"0,0,0,1",2023-03-21 18:19:04.116,2023-03-21 18:20:28.32,525
norway22130,Boolean Expressions,Challenges,JPhoneAge2,1,2,0.5,"0,1",2023-03-21 20:45:48.711,2023-03-21 20:52:19.995,526
norway22130,Boolean Expressions,Challenges,JFailCourse2,1,1,1,1,2023-03-21 20:52:20.827,2023-03-21 20:58:52.448,527
norway22130,Boolean Expressions,Challenges,JFailCourse3,1,4,0.25,"0,0,0,1",2023-03-21 20:58:53.835,2023-03-21 21:01:52.366,528
norway22130,Boolean Expressions,Challenges,JRentCar2,1,1,1,1,2023-03-21 21:01:55.682,2023-03-21 21:03:25.488,529
norway22130,Boolean Expressions,Challenges,JRentCar3,1,2,0.5,"0,1",2023-03-21 21:03:25.417,2023-03-21 21:05:40.748,530
norway22130,Boolean Expressions,Challenges,JThreeBoolean3,1,1,1,1,2023-03-21 21:05:41.799,2023-03-21 21:07:11.515,531
norway22130,Boolean Expressions,Challenges,JBooleanDryHot2,1,1,1,1,2023-03-21 21:07:21.599,2023-03-21 21:08:18.999,532
norway22130,Boolean Expressions,Challenges,JBooleanDryHot3,1,1,1,1,2023-03-21 21:08:18.78,2023-03-21 21:09:06.347,533
norway22130,Boolean Expressions,Challenges,JThreeBoolean2,1,1,1,1,2023-03-21 21:09:22.138,2023-03-21 21:10:49.076,534
norway22130,Boolean Expressions,Challenges,JBooleanDryHot4,1,3,0.33,"0,0,1",2023-03-21 21:11:23.954,2023-03-21 21:12:38.834,535
norway22130,If-Else,Challenges,JIfElseWages2,1,4,0.25,"0,0,0,1",2023-03-21 21:13:57.286,2023-03-21 21:15:54.277,536
norway22130,If-Else,Challenges,JIfElseIfGrade2,1,3,0.33,"0,0,1",2023-03-21 21:15:57.409,2023-03-21 21:17:59.854,537
norway22130,If-Else,Challenges,JNestedIfMaxOfThree,1,2,0.5,"0,1",2023-03-21 21:18:00.579,2023-03-21 21:22:13.254,538
norway22130,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,2023-03-21 21:22:12.828,2023-03-21 21:24:07.77,539
norway22114,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-03-22 08:58:32.301,2023-03-22 09:06:59.096,540
norway22114,If-Else,Challenges,JNestedIfTemperature2,1,1,1,1,2023-03-22 09:06:57.979,2023-03-22 09:08:37.87,541
norway22114,If-Else,Challenges,JNestedIfMaxOfThree,1,1,1,1,2023-03-22 09:08:38.123,2023-03-22 09:09:55.135,542
norway22114,While Loops,Challenges,JLargestDivisor,1,3,0.33,"0,0,1",2023-03-22 09:10:58.501,2023-03-22 09:12:31.468,543
norway22114,While Loops,Challenges,JInput2,1,2,0.5,"0,1",2023-03-22 09:12:30.953,2023-03-22 09:13:59.538,544
norway22114,While Loops,Challenges,JInput3,1,1,1,1,2023-03-22 09:13:59.199,2023-03-22 09:15:14.034,545
norway22114,While Loops,Challenges,JInput4,1,1,1,1,2023-03-22 09:15:14.013,2023-03-22 09:16:16.395,546
norway22114,While Loops,Challenges,JAverageEvenNums,1,3,0.33,"0,0,1",2023-03-22 09:16:16.221,2023-03-22 09:20:14.181,547
norway22114,While Loops,Challenges,JAverageDouble,1,1,1,1,2023-03-22 09:26:52.144,2023-03-22 09:29:28.769,548
norway22114,While Loops,Challenges,JAdjacentConsecutives,1,1,1,1,2023-03-22 09:29:28.928,2023-03-22 10:05:02.437,549
norway22114,While Loops,Challenges,JAdjacentGreater,1,6,0.17,"0,0,0,0,0,1",2023-03-22 10:05:02.592,2023-03-22 10:14:56.346,550
norway22114,While Loops,Challenges,JSumDigits,1,1,1,1,2023-03-22 10:14:56.519,2023-03-22 10:16:44.823,551
norway22114,While Loops,Challenges,JReverseNumber,1,1,1,1,2023-03-22 10:16:44.11,2023-03-22 10:19:15.088,552
norway22114,While Loops,Challenges,JWinPercentageInput,1,4,0.25,"0,0,0,1",2023-03-22 10:19:14.952,2023-03-22 10:21:46.79,553
norway22114,While Loops,Challenges,JWinPercentageWonEqual,1,1,1,1,2023-03-22 10:21:46.515,2023-03-22 10:27:21.811,554
norway22114,For Loops,Challenges,JForOne2,1,4,0.25,"0,0,0,1",2023-03-22 10:28:41.828,2023-03-22 10:30:25.198,555
norway22114,For Loops,Challenges,JForTwo2,1,1,1,1,2023-03-22 10:30:24.644,2023-03-22 10:30:51.638,556
norway22114,For Loops,Challenges,JForThree2,1,1,1,1,2023-03-22 10:30:52.056,2023-03-22 10:31:22.823,557
norway22114,For Loops,Challenges,JWriteSquaresOdd,1,1,1,1,2023-03-22 10:31:46.471,2023-03-22 10:32:46.135,558
norway22114,For Loops,Challenges,JWriteSquaresRange,1,5,0.2,"0,0,0,0,1",2023-03-22 10:32:47.022,2023-03-23 07:46:16.453,559
norway22141,If-Else,Challenges,JNestedIfMaxOfThree,1,1,1,1,2023-03-22 11:32:37.308,2023-03-22 11:33:56.401,560
norway22141,If-Else,Challenges,JIfElseWages2,1,2,0.5,"0,1",2023-03-22 11:33:57.769,2023-03-22 11:38:21.862,561
norway22141,If-Else,Challenges,JIfElseIfGrade2,1,1,1,1,2023-03-22 11:38:27.321,2023-03-22 11:39:53.572,562
norway22141,If-Else,Challenges,JNestedIfTemperature2,1,2,0.5,"0,1",2023-03-22 11:39:53.377,2023-03-22 11:41:28.234,563
norway22141,ArrayLists,Challenges,JVocabulary2,1,2,0.5,"0,1",2023-03-22 12:24:31.063,#N/A,564
norway22130,Inheritance,Challenges,InheritancePointTester2,1,4,0.25,"0,0,0,1",2023-03-22 12:57:03.081,2023-03-22 12:59:29.503,565
norway22130,File processing,Challenges,JWorkHours2,1,4,0.25,"0,0,0,1",2023-03-22 12:59:49.282,2023-03-22 13:03:29.122,566
norway22130,File processing,Challenges,JInputStat2,1,4,0.25,"0,0,0,1",2023-03-22 13:03:29.107,2023-03-22 13:05:53.481,567
norway22130,Exception handling,Challenges,JCheckAge2,1,4,0.25,"0,0,0,1",2023-03-22 13:12:31.456,2023-03-22 13:13:23.144,568
norway22130,Exception handling,Challenges,JCheckProductCode2,1,4,0.25,"0,0,0,1",2023-03-22 13:13:22.857,2023-03-22 13:14:18.529,569
norway22130,Objects and Classes,Challenges,PointTester2,1,2,0.5,"0,1",2023-03-22 13:14:53.396,2023-03-22 13:18:26.209,570
norway22130,Objects and Classes,Challenges,LoanTester2,1,4,0.25,"0,0,0,1",2023-03-22 13:18:26.351,2023-03-22 13:21:07.544,571
norway22130,Objects and Classes,Challenges,Transactions2,1,4,0.25,"0,0,0,1",2023-03-22 13:21:07.991,2023-03-22 14:40:02.589,572
norway22130,Nested Loops,Challenges,JStars2,1,1,1,1,2023-03-22 13:36:10.852,2023-03-22 13:37:33.985,573
norway22130,Nested Loops,Challenges,JRepeatedSequence2,1,1,1,1,2023-03-22 13:37:33.347,2023-03-22 13:40:44.068,574
norway22130,Arrays,Challenges,JArrayFillUserInput,1,1,1,1,2023-03-22 13:41:09.728,2023-03-22 13:42:39.88,575
norway22130,Arrays,Challenges,JArrayMin,1,1,1,1,2023-03-22 13:48:05.873,2023-03-22 13:49:39.702,576
