user_id,skill_name,type,activityId,correct,attempt_count,successRate,sequence,order_Id,visited_At,completed_At,
norway22113,Nested Loops,Coding,nested_loops_1,1,5,0.2,"0,0,0,0,1",191,2023-03-18 16:43:09.181,2023-03-18 16:46:32.109,
norway22113,Nested Loops,Coding,nested_loops_2,1,4,0.25,"0,0,0,1",192,2023-03-18 16:46:31.629,2023-03-18 16:48:52.016,
norway22113,Nested Loops,Coding,symmetrical_array,1,5,0.2,"0,0,0,0,1",193,2023-03-18 16:48:51.789,2023-03-18 16:57:52.552,
norway22117,Variables and Operations,Coding,second_in_days,1,5,0.6,"0,0,1,1,1",194,2023-03-18 17:29:06.235,#N/A,
norway22134,Arrays,Coding,arrays_1,1,1,1,1,195,2023-03-18 17:35:12.849,2023-03-18 17:36:05.356,
norway22134,Arrays,Coding,arrays_2,1,4,0.25,"0,0,0,1",196,2023-03-18 17:36:04.331,2023-03-18 17:40:33.708,
norway22117,Variables and Operations,Coding,rectangle_perimeter,1,3,0.33,"0,0,1",197,2023-03-18 17:36:29.435,2023-03-18 17:39:42.787,
norway22117,Variables and Operations,Coding,days_to_week_conversion,1,2,0.5,"0,1",198,2023-03-18 17:39:44.31,2023-03-18 17:45:37.156,
norway22134,Arrays,Coding,arrays_3,1,1,1,1,199,2023-03-18 17:40:34.376,2023-03-18 17:41:51.998,
norway22134,Arrays,Coding,array_4,1,1,1,1,200,2023-03-18 17:41:52.308,2023-03-18 17:42:57.685,
norway22117,Variables and Operations,Coding,percentage_correctness,1,17,0.06,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",201,2023-03-18 17:45:40.128,2023-03-18 18:27:36.983,
norway22117,Variables and Operations,Coding,compute_average,1,6,0.17,"0,0,0,0,0,1",202,2023-03-18 18:05:15.558,2023-03-18 18:44:02.708,
norway22121,Variables and Operations,Coding,second_in_days,0,4,0,"0,0,0,0",203,2023-03-18 20:19:55.483,#N/A,
norway22117,Objects and Classes,Coding,object_classes_1,1,13,0.08,"0,0,0,0,0,0,0,0,0,0,0,0,1",204,2023-03-18 20:58:53.852,2023-03-18 21:20:50.778,
norway22117,Objects and Classes,Coding,object_classes_2,1,3,0.33,"0,0,1",205,2023-03-18 21:21:06.019,2023-03-18 21:25:29.189,
norway22117,Objects and Classes,Coding,object_classes_3,0,12,0,"0,0,0,0,0,0,0,0,0,0,0,0",206,2023-03-18 21:27:07.991,#N/A,
norway22117,Objects and Classes,Coding,object_classes_4,1,1,1,1,207,2023-03-18 21:59:42.829,2023-03-18 22:08:08.599,
norway22117,Strings,Coding,first_half,1,4,0.25,"0,0,0,1",208,2023-03-18 22:25:07.198,2023-03-18 22:34:09.099,
norway22117,Strings,Coding,non_start,1,2,0.5,"0,1",209,2023-03-18 22:34:14.212,2023-03-18 22:38:35.964,
norway22117,Strings,Coding,make_out_word,1,4,0.25,"0,0,0,1",210,2023-03-18 22:39:52.203,2023-03-18 22:52:29.933,
norway22117,Strings,Coding,repeat_last_char,0,15,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",211,2023-03-18 22:53:00.912,#N/A,
norway22117,Strings,Coding,first_last_swap,1,15,0.07,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",212,2023-03-18 23:16:41.042,2023-03-18 23:35:53.378,
norway22117,Strings,Coding,end_characters,1,4,0.25,"0,0,0,1",213,2023-03-18 23:36:42.257,#N/A,
norway22117,Strings,Coding,is_is_substring_or_ not_is_not_substring,0,4,0,"0,0,0,0",214,2023-03-18 23:43:21.047,#N/A,
norway22117,Boolean Expressions,Coding,is_special,1,2,0.5,"0,1",215,2023-03-19 07:52:50.524,2023-03-19 08:39:12.458,
norway22117,Boolean Expressions,Coding,love6,0,13,0,"0,0,0,0,0,0,0,0,0,0,0,0,0",216,2023-03-19 08:02:56.582,#N/A,
norway22117,Boolean Expressions,Coding,check_start_end_character,0,10,0,"0,0,0,0,0,0,0,0,0,0",217,2023-03-19 08:39:15.018,#N/A,
norway22117,If-Else,Coding,sortaSum,1,3,0.33,"0,0,1",218,2023-03-19 09:04:01.145,2023-03-19 09:09:06.17,
norway22117,If-Else,Coding,twoAsOne,0,5,0,"0,0,0,0,0",219,2023-03-19 09:09:07.717,#N/A,
norway22117,If-Else,Coding,greenTicket,0,12,0,"0,0,0,0,0,0,0,0,0,0,0,0",220,2023-03-19 09:15:38.436,#N/A,
norway22117,If-Else,Coding,without2,0,1,0,0,221,2023-03-19 09:29:19.218,#N/A,
norway22117,For Loops,Coding,for1_coding,1,1,1,1,222,2023-03-19 10:04:14.381,2023-03-19 10:09:54.168,
norway22117,For Loops,Coding,for2_coding,1,1,1,1,223,2023-03-19 10:09:55.586,2023-03-19 10:12:23.01,
norway22117,For Loops,Coding,for3_coding,1,3,0.33,"0,0,1",224,2023-03-19 10:12:24.679,2023-03-19 10:22:11.972,
norway22117,Nested Loops,Coding,nested_loops_1,1,1,1,1,225,2023-03-19 10:27:58.719,2023-03-19 10:30:33.88,
norway22117,Nested Loops,Coding,nested_loops_2,1,1,1,1,226,2023-03-19 10:30:37.917,2023-03-19 10:32:05.875,
norway22117,Arrays,Coding,arrays_1,1,5,0.2,"0,0,0,0,1",227,2023-03-19 10:57:11.194,2023-03-19 11:05:27.748,
norway22136,If-Else,Coding,sortaSum,1,16,0.06,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",228,2023-03-19 11:14:52.924,#N/A,
norway22136,If-Else,Coding,twoAsOne,1,1,1,1,229,2023-03-19 11:27:19.969,2023-03-19 11:29:32.911,
norway22136,If-Else,Coding,greenTicket,1,2,0.5,"0,1",230,2023-03-19 11:29:39.647,2023-03-19 11:38:21.258,
norway22130,If-Else,Coding,sortaSum,1,1,1,1,231,2023-03-19 11:43:27.975,2023-03-19 11:44:43.469,
norway22117,Arrays,Coding,arrays_2,1,8,0.12,"0,0,0,0,0,0,0,1",232,2023-03-19 11:44:17.2,2023-03-19 11:57:02.984,
norway22130,While Loops,Coding,while1_coding,1,2,0.5,"0,1",233,2023-03-19 11:44:58.131,2023-03-19 11:46:37.314,
norway22130,While Loops,Coding,while2_coding,1,1,1,1,234,2023-03-19 11:46:40.923,2023-03-19 11:47:35.812,
norway22127,While Loops,Coding,while1_coding,1,12,0.08,"0,0,0,0,0,0,0,0,0,0,0,1",235,2023-03-19 12:08:45.012,2023-03-19 12:57:37.997,
norway22117,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,1,2,0.5,"0,1",236,2023-03-19 12:14:53.086,2023-03-19 12:22:25.873,
norway22130,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_2,1,8,0.12,"0,0,0,0,0,0,0,1",237,2023-03-19 12:15:51.598,2023-03-19 12:20:41.391,
norway22117,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_2,1,13,0.08,"0,0,0,0,0,0,0,0,0,0,0,0,1",238,2023-03-19 12:23:08.595,2023-03-19 13:02:04.181,
norway22130,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_3,1,11,0.09,"0,0,0,0,0,0,0,0,0,0,1",239,2023-03-19 12:32:44.866,2023-03-19 12:35:44.831,
norway22130,Strings,Coding,end_characters,1,4,0.25,"0,0,0,1",240,2023-03-19 12:38:41.866,2023-03-22 12:52:58.669,
norway22127,While Loops,Coding,while2_coding,1,6,0.17,"0,0,0,0,0,1",241,2023-03-19 12:58:02.105,2023-03-19 13:04:37.263,
norway22127,While Loops,Coding,while3_coding,0,12,0,"0,0,0,0,0,0,0,0,0,0,0,0",242,2023-03-19 13:12:16.478,#N/A,
norway22127,While Loops,Coding,while4_coding,1,4,0.25,"0,0,0,1",243,2023-03-19 13:33:02.144,2023-03-19 13:36:15.442,
norway22117,Inheritance,Coding,inheritance_1,0,8,0,"0,0,0,0,0,0,0,0",244,2023-03-19 13:55:55.205,#N/A,
norway22136,For Loops,Coding,for1_coding,1,2,0.5,"0,1",245,2023-03-19 13:57:32.891,2023-03-19 14:01:33.559,
norway22136,For Loops,Coding,for2_coding,1,1,1,1,246,2023-03-19 14:01:36.749,2023-03-19 14:05:00.656,
norway22136,Objects and Classes,Coding,object_classes_1,1,3,0.67,"2000,1,1",247,2023-03-19 14:06:05.077,2023-03-19 14:09:54.136,
norway22136,Inheritance,Coding,inheritance_2,1,1,1,1,248,2023-03-19 14:11:02.572,2023-03-19 14:18:47.788,
norway22136,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,1,11,0.09,"0,0,0,0,0,0,0,0,0,0,1",249,2023-03-19 14:11:28.216,2023-04-03 22:38:01.71,
norway22136,ArrayLists,Coding,array_lst_1,1,1,1,1,250,2023-03-19 14:21:19.759,2023-03-19 14:24:11.166,
norway22136,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_2,1,3,0.67,"1,0,1",251,2023-03-19 14:25:38.782,2023-03-19 14:28:39.377,
norway22136,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_3,1,10,0.1,"0,0,0,0,0,0,0,0,0,1",252,2023-03-19 14:29:31.542,2023-03-19 14:34:14.024,
norway22127,Objects and Classes,Coding,object_classes_1,1,1,1,1,253,2023-03-19 14:59:29.602,2023-03-19 15:02:28.854,
norway22127,Objects and Classes,Coding,object_classes_2,1,6,0.17,"0,0,0,0,0,1",254,2023-03-19 15:02:27.384,2023-03-19 15:08:00.057,
norway22127,Objects and Classes,Coding,object_classes_3,1,1,1,1,255,2023-03-19 15:07:59.267,2023-03-19 15:09:44.622,
norway22127,Objects and Classes,Coding,object_classes_4,1,7,0.14,"0,0,0,0,0,0,1",256,2023-03-19 15:09:58.465,2023-03-19 17:08:08.658,
norway22114,Strings,Coding,repeat_last_char,1,4,0.25,"0,0,0,1",257,2023-03-19 15:24:52.342,2023-03-19 15:29:58.021,
norway22114,Strings,Coding,first_last_swap,1,3,0.33,"0,0,1",258,2023-03-19 15:30:01.169,2023-03-19 15:41:46.312,
norway22114,Strings,Coding,end_characters,1,1,1,1,259,2023-03-19 15:41:47.582,2023-03-19 15:50:15.576,
norway22114,Strings,Coding,is_is_substring_or_ not_is_not_substring,0,2,0,0,260,2023-03-19 15:50:16.231,#N/A,
norway22114,Nested Loops,Coding,symmetrical_array,1,19,0.05,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",261,2023-03-19 17:21:57.493,2023-03-19 17:39:21.911,
norway22114,Nested Loops,Coding,nested_loops_1,0,2,0,0,262,2023-03-19 17:39:21.558,#N/A,
norway22114,Boolean Expressions,Coding,love6,1,5,0.2,"0,0,0,0,1",263,2023-03-19 17:51:56.205,2023-03-19 17:56:52.491,
norway22114,Boolean Expressions,Coding,is_special,1,5,0.2,"0,0,0,0,1",264,2023-03-19 17:58:33.09,2023-03-19 18:01:01.202,
norway22114,Boolean Expressions,Coding,check_start_end_character,1,6,0.17,"0,0,0,0,0,1",265,2023-03-19 18:01:01.861,2023-03-19 18:05:57.903,
norway22140,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,1,2,0.5,"0,1",266,2023-03-19 19:17:10.071,2023-03-19 19:18:02.916,
norway22140,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_2,1,1,1,1,267,2023-03-19 19:18:03.806,2023-03-19 19:18:45.224,
norway22139,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,268,2023-03-19 19:18:21.29,2023-03-19 19:18:41.545,
norway22140,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_3,1,1,1,1,269,2023-03-19 19:18:45.29,2023-03-19 19:19:27.532,
norway22139,Variables and Operations,Coding,percentage_correctness,1,1,1,1,270,2023-03-19 19:18:48.713,2023-03-19 19:19:04.11,
norway22139,Variables and Operations,Coding,compute_average,1,1,1,1,271,2023-03-19 19:19:22.586,2023-03-19 19:19:31.75,
norway22140,Strings,Coding,non_start,1,5,0.2,"0,0,0,0,1",272,2023-03-19 19:22:49.562,2023-03-19 19:29:01.332,
norway22139,Strings,Coding,non_start,1,1,1,1,273,2023-03-19 19:22:59.406,2023-03-19 19:23:17.782,
norway22139,Strings,Coding,make_out_word,1,1,1,1,274,2023-03-19 19:23:18.159,2023-03-19 19:23:30.889,
norway22139,Strings,Coding,repeat_last_char,1,2,0.5,"0,1",275,2023-03-19 19:23:36.437,2023-03-19 19:23:54.148,
norway22139,Strings,Coding,first_last_swap,1,1,1,1,276,2023-03-19 19:24:01.565,2023-03-19 19:24:11.855,
norway22139,Boolean Expressions,Coding,love6,1,2,0.5,"0,1",277,2023-03-19 19:24:27.218,2023-03-19 19:25:15.119,
norway22139,Boolean Expressions,Coding,in_order,0,1,0,0,278,2023-03-19 19:24:37.504,#N/A,
norway22140,Strings,Coding,first_half,1,3,0.33,"0,0,1",279,2023-03-19 19:25:28.645,2023-03-19 19:28:00.684,
norway22139,While Loops,Coding,while1_coding,1,1,1,1,280,2023-03-19 19:25:35.745,2023-03-19 19:25:44.2,
norway22139,ArrayLists,Coding,array_lst_1,1,10,0.1,"0,0,0,0,0,0,0,0,0,1",281,2023-03-19 19:27:32.725,2023-03-19 19:48:33.126,
norway22140,Strings,Coding,make_out_word,1,1,1,1,282,2023-03-19 19:29:01.789,2023-03-19 19:29:32.054,
norway22140,Strings,Coding,repeat_last_char,1,1,1,1,283,2023-03-19 19:29:32.272,2023-03-19 19:30:01.669,
norway22140,Strings,Coding,first_last_swap,1,3,0.33,"0,0,1",284,2023-03-19 19:30:07.589,2023-03-19 19:30:55.412,
norway22140,Strings,Coding,end_characters,1,2,0.5,"0,1",285,2023-03-19 19:30:55.331,2023-03-19 19:32:21.586,
norway22139,Objects and Classes,Coding,object_classes_1,1,3,0.33,"0,0,1",286,2023-03-19 19:31:49.205,2023-03-19 19:34:41.244,
norway22140,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,1,1,1,287,2023-03-19 19:32:21.899,2023-03-19 19:33:29.698,
norway22140,Objects and Classes,Coding,object_classes_1,1,1,1,1,288,2023-03-19 19:33:41.862,2023-03-19 19:34:38.557,
norway22140,Objects and Classes,Coding,object_classes_2,1,13,0.08,"0,0,0,0,0,0,0,0,0,0,0,0,1",289,2023-03-19 19:34:38.707,2023-03-19 19:39:13.411,
norway22139,Objects and Classes,Coding,object_classes_2,1,10,0.1,"0,0,0,0,0,0,0,0,0,1",290,2023-03-19 19:34:41.619,2023-03-19 19:41:00.742,
norway22139,Objects and Classes,Coding,object_classes_3,1,2,0.5,"0,1",291,2023-03-19 19:34:47.435,#N/A,
norway22140,Objects and Classes,Coding,object_classes_3,1,1,1,1,292,2023-03-19 19:39:13.593,2023-03-19 19:40:24.428,
norway22140,Objects and Classes,Coding,object_classes_4,1,1,1,1,293,2023-03-19 19:40:24.834,2023-03-19 19:40:54.541,
norway22139,Objects and Classes,Coding,object_classes_4,1,1,1,1,294,2023-03-19 19:41:53.078,2023-03-19 19:42:08.109,
norway22140,ArrayLists,Coding,array_lst_1,1,1,1,1,295,2023-03-19 19:45:52.139,2023-03-19 19:46:22.951,
norway22139,Inheritance,Coding,inheritance_1,0,3,0,"0,0,0",296,2023-03-19 19:46:08.682,#N/A,
norway22140,Inheritance,Coding,inheritance_1,1,1,1,1,297,2023-03-19 19:48:26.952,2023-03-19 19:49:05.324,
norway22140,Inheritance,Coding,inheritance_2,1,1,1,1,298,2023-03-19 19:49:05.347,2023-03-19 19:49:42.597,
norway22139,Arrays,Coding,arrays_1,1,3,0.33,"0,0,1",299,2023-03-19 19:51:20.376,2023-03-19 19:52:00.952,
norway22140,Variables and Operations,Coding,second_in_days,1,2,1,"1,1",300,2023-03-19 19:53:27.069,#N/A,
norway22140,Variables and Operations,Coding,rectangle_perimeter,1,1,1,1,301,2023-03-19 19:54:01.732,2023-03-19 19:54:30.52,
norway22140,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,302,2023-03-19 19:54:30.205,2023-03-19 19:55:12.212,
norway22121,Boolean Expressions,Coding,love6,0,5,0,"0,0,0,0,0",303,2023-03-19 22:01:39.196,#N/A,
norway22121,Boolean Expressions,Coding,is_special,0,6,0,"0,0,0,0,0,0",304,2023-03-19 22:08:55.123,#N/A,
norway22121,While Loops,Coding,while1_coding,0,1,0,0,305,2023-03-19 22:15:31.377,#N/A,
norway22121,Strings,Coding,first_half,0,1,0,0,306,2023-03-19 22:17:54.753,#N/A,
norway22121,While Loops,Coding,while2_coding,0,1,0,0,307,2023-03-19 23:02:43.875,#N/A,
norway22121,For Loops,Coding,for1_coding,0,7,0,"0,0,0,0,0,0,0",308,2023-03-19 23:03:43.29,#N/A,
norway22121,Strings,Coding,non_start,0,1,0,0,309,2023-03-19 23:09:31.502,#N/A,
norway22121,If-Else,Coding,sortaSum,1,3,0.33,"0,1,0",310,2023-03-19 23:10:57.189,2023-03-19 23:12:14.602,
norway22121,If-Else,Coding,without2,1,4,0.25,"1,0,0,0",311,2023-03-19 23:23:03.842,#N/A,
norway22121,If-Else,Coding,greenTicket,1,5,0.2,"1,0,0,0,0",312,2023-03-19 23:29:01.668,2023-03-19 23:31:21.822,
norway22108,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_2,1,5,0.2,"0,0,0,0,1",313,2023-03-20 01:10:45.271,2023-03-20 01:13:00.564,
norway22108,Boolean Expressions,Coding,in_order,1,8,0.12,"0,0,0,0,0,0,0,1",314,2023-03-20 01:20:57.757,2023-03-20 01:25:04.671,
norway22108,Boolean Expressions,Coding,squirrel_play,1,4,0.25,"0,0,0,1",315,2023-03-20 01:25:47.43,#N/A,
norway22108,Arrays,Coding,arrays_1,1,6,0.33,"0,0,0,1,0,1",316,2023-03-20 01:29:15.295,2023-03-20 01:30:15.876,
norway22108,Arrays,Coding,arrays_2,1,8,0.25,"0,0,0,0,0,1,0,1",317,2023-03-20 01:30:16.125,2023-03-20 01:32:06.266,
norway22108,Arrays,Coding,arrays_3,1,4,0.5,"0,0,1,1",318,2023-03-20 01:32:09.163,2023-03-20 01:35:13.997,
norway22108,Arrays,Coding,array_4,1,5,0.4,"0,0,0,1,1",319,2023-03-20 01:35:18.431,2023-03-20 01:36:35.697,
norway22108,Arrays,Coding,fixing_order_of_numbers,1,18,0.11,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1",320,2023-03-20 01:36:38.401,2023-03-20 01:43:42.319,
norway22121,If-Else,Coding,in1To10,1,5,0.2,"0,1,0,0,0",321,2023-03-20 02:30:08.701,2023-03-20 02:32:14.714,
norway22121,For Loops,Coding,for2_coding,0,5,0,"0,0,0,0,0",322,2023-03-20 03:01:09.119,#N/A,
norway22121,Strings,Coding,make_out_word,0,1,0,0,323,2023-03-20 03:04:06.215,#N/A,
norway22121,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,1,5,0.2,"1,0,0,0,0",324,2023-03-20 03:05:41.229,2023-03-20 03:07:17.982,
norway22121,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_2,1,5,0.2,"1,0,0,0,0",325,2023-03-20 03:07:19.752,2023-03-20 03:09:31.957,
norway22121,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_3,1,3,0.33,"1,0,0",326,2023-03-20 03:46:23.46,2023-03-20 03:48:02.96,
norway22121,Objects and Classes,Coding,object_classes_1,1,2,0.5,"0,1",327,2023-03-20 03:48:36.717,2023-03-20 03:51:20.852,
norway22121,Objects and Classes,Coding,object_classes_2,1,3,0.33,"1,0,0",328,2023-03-20 03:51:24.122,2023-03-20 03:53:24.939,
norway22121,Inheritance,Coding,inheritance_1,1,12,0.08,"1,0,0,0,0,0,0,0,0,0,0,0",329,2023-03-20 03:53:44.509,2023-03-20 03:55:19.116,
norway22121,ArrayLists,Coding,array_lst_1,1,4,0.25,"1,0,0,0",330,2023-03-20 03:55:33.552,2023-03-20 03:56:48.419,
norway22113,Inheritance,Coding,inheritance_1,1,8,0.12,"0,0,0,0,0,0,0,1",331,2023-03-20 09:52:13.409,2023-03-20 10:43:27.999,
norway22113,Inheritance,Coding,inheritance_2,1,1,1,1,332,2023-03-20 10:43:28.194,2023-03-20 10:47:30.983,
norway22120,Variables and Operations,Coding,second_in_days,1,5,0.4,"0,0,0,1,1",333,2023-03-20 10:44:06.174,2023-03-20 10:50:21.485,
norway22120,Variables and Operations,Coding,rectangle_perimeter,1,1,1,1,334,2023-03-20 10:47:59.738,2023-03-20 10:51:58.55,
norway22120,Variables and Operations,Coding,compute_average,1,1,1,1,335,2023-03-20 10:50:26.267,2023-03-20 10:51:27.793,
norway22113,ArrayLists,Coding,array_lst_1,1,6,0.17,"0,0,0,0,0,1",336,2023-03-20 10:50:41.642,2023-03-20 10:54:12.925,
norway22113,Arrays,Coding,arrays_1,1,2,0.5,"0,1",337,2023-03-20 10:56:55.059,2023-03-20 10:58:37.794,
norway22113,Arrays,Coding,arrays_2,1,4,0.25,"0,0,0,1",338,2023-03-20 10:58:37.257,2023-03-20 11:01:31.059,
norway22120,If-Else,Coding,sortaSum,1,1,1,1,339,2023-03-20 10:58:50.216,2023-03-20 11:01:01.16,
norway22120,If-Else,Coding,twoAsOne,1,1,1,1,340,2023-03-20 11:00:13.135,2023-03-20 11:01:27.449,
norway22159,For Loops,Coding,for1_coding,1,5,0.2,"0,0,0,0,1",341,2023-03-20 11:01:03.67,#N/A,
norway22120,Objects and Classes,Coding,object_classes_1,1,6,0.17,"0,0,0,0,0,1",342,2023-03-20 11:02:03.843,2023-03-30 09:15:54.947,
norway22120,Objects and Classes,Coding,object_classes_2,1,3,0.67,"2000,1,1",343,2023-03-20 11:05:15.682,2023-03-30 09:16:41.169,
norway22113,Arrays,Coding,arrays_3,1,1,1,1,344,2023-03-20 11:06:08.794,2023-03-20 11:07:26.171,
norway22113,Arrays,Coding,array_4,1,2,1,"1,1",345,2023-03-20 11:07:30.061,2023-03-20 11:09:46.484,
norway22113,Arrays,Coding,fixing_order_of_numbers,1,1,1,1,346,2023-03-20 11:09:46.862,2023-03-20 11:12:47.211,
norway22159,For Loops,Coding,for2_coding,1,3,0.33,"0,0,1",347,2023-03-20 11:11:58.469,2023-03-20 11:16:55.984,
norway22145,Variables and Operations,Coding,second_in_days,1,4,0.25,"0,0,0,1",348,2023-03-20 11:18:58.077,2023-03-20 11:20:26.207,
norway22159,For Loops,Coding,for3_coding,1,5,0.2,"0,0,0,0,1",349,2023-03-20 11:19:36.588,#N/A,
norway22145,Variables and Operations,Coding,rectangle_perimeter,1,3,0.33,"0,0,1",350,2023-03-20 11:20:27.054,2023-03-20 11:21:01.07,
norway22145,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,351,2023-03-20 11:21:01.723,2023-03-20 11:21:30.197,
norway22145,Variables and Operations,Coding,percentage_correctness,1,1,1,1,352,2023-03-20 11:21:30.184,2023-03-20 11:21:50.874,
norway22145,Variables and Operations,Coding,compute_average,1,1,1,1,353,2023-03-20 11:21:51.227,2023-03-20 11:22:06.492,
norway22113,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,1,1,1,1,354,2023-03-20 11:23:29.083,2023-03-20 11:25:10.182,
norway22113,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_2,1,5,0.2,"0,0,0,0,1",355,2023-03-20 11:25:13.974,2023-03-20 11:28:32.057,
norway22113,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_3,1,1,1,1,356,2023-03-20 11:28:34.438,2023-03-20 11:30:21.707,
norway22144,Variables and Operations,Coding,second_in_days,1,1,1,1,357,2023-03-20 11:47:41.011,2023-03-20 11:49:58.924,
norway22145,Strings,Coding,first_half,1,2,0.5,"0,1",358,2023-03-20 11:54:00.975,2023-03-20 11:54:38.666,
norway22145,Strings,Coding,non_start,1,2,0.5,"0,1",359,2023-03-20 11:54:38.812,2023-03-20 11:55:20.862,
norway22145,Strings,Coding,make_out_word,1,1,1,1,360,2023-03-20 11:55:21.097,2023-03-20 11:55:45.324,
norway22145,Strings,Coding,repeat_last_char,1,1,1,1,361,2023-03-20 11:55:45.471,2023-03-20 11:56:04.424,
norway22145,Strings,Coding,first_last_swap,1,1,1,1,362,2023-03-20 11:56:04.54,2023-03-20 11:56:27.507,
norway22145,Strings,Coding,end_characters,1,2,0.5,"0,1",363,2023-03-20 11:56:27.665,2023-03-20 11:56:59.318,
norway22145,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,1,1,1,364,2023-03-20 11:56:59.522,2023-03-20 11:57:46.301,
norway22142,If-Else,Coding,sortaSum,1,3,0.33,"0,0,1",365,2023-03-20 12:10:05.798,2023-03-20 12:13:20.644,
norway22142,Objects and Classes,Coding,object_classes_4,1,3,0.33,"0,0,1",366,2023-03-20 13:31:24.129,2023-03-20 13:45:33.703,
norway22142,Nested Loops,Coding,nested_loops_1,1,4,0.25,"0,0,0,1",367,2023-03-20 13:53:57.625,#N/A,
norway22114,ArrayLists,Coding,array_lst_1,1,4,0.25,"0,0,0,1",368,2023-03-20 14:31:50.201,2023-03-28 14:59:24.984,
norway22133,Variables and Operations,Coding,compute_average,1,2,0.5,"0,1",369,2023-03-20 16:59:04.847,2023-03-20 17:00:20.215,
norway22133,Variables and Operations,Coding,second_in_days,1,2,0.5,"0,1",370,2023-03-20 17:00:29.472,2023-03-20 17:01:35.454,
norway22133,Variables and Operations,Coding,percentage_correctness,1,3,0.33,"0,0,1",371,2023-03-20 17:01:43.42,2023-03-20 17:02:50.181,
norway22133,Variables and Operations,Coding,rectangle_perimeter,1,1,1,1,372,2023-03-20 17:02:54.082,2023-03-20 17:22:19.711,
norway22133,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,373,2023-03-20 17:03:10.443,2023-03-20 17:29:11.796,
norway22130,Arrays,Coding,arrays_2,1,1,1,1,374,2023-03-20 17:05:45.094,2023-03-20 17:08:11.569,
norway22133,Inheritance,Coding,inheritance_2,1,2,0.5,"0,1",375,2023-03-20 17:14:22.884,2023-03-29 19:07:18.282,
norway22133,Inheritance,Coding,inheritance_1,1,6,0.17,"0,0,0,0,0,1",376,2023-03-20 17:14:29.408,2023-03-20 17:16:35.846,
norway22133,Objects and Classes,Coding,object_classes_1,1,4,0.25,"0,0,0,1",377,2023-03-20 17:18:33.891,2023-03-29 18:58:06.983,
norway22133,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,1,3,0.67,"2000,1,1",378,2023-03-20 17:26:26.137,2023-03-29 19:02:58.432,
norway22133,Strings,Coding,first_half,1,1,1,1,379,2023-03-20 18:38:14.259,2023-03-21 16:35:13.153,
norway22133,Strings,Coding,make_out_word,1,1,1,1,380,2023-03-20 18:44:59.948,2023-03-21 16:41:30.669,
norway22133,Strings,Coding,repeat_last_char,0,4,0,"0,0,0,0",381,2023-03-20 18:45:05.6,#N/A,
norway22133,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,2,0.5,"0,1",382,2023-03-20 18:45:20.426,2023-03-21 16:39:53.914,
norway22132,Strings,Coding,end_characters,1,34,0.03,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",383,2023-03-20 18:51:02.213,2023-03-20 19:57:01.798,
norway22132,Strings,Coding,first_last_swap,0,1,0,0,384,2023-03-20 19:47:27.692,#N/A,
norway22132,Strings,Coding,first_half,1,1,1,1,385,2023-03-20 19:51:05.773,2023-03-20 19:51:29.638,
norway22132,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,4,0.25,"0,0,0,1",386,2023-03-20 19:52:18.871,2023-03-20 19:56:23.881,
norway22132,Strings,Coding,repeat_last_char,0,1,0,0,387,2023-03-20 19:52:34.929,#N/A,
norway22132,Strings,Coding,make_out_word,0,1,0,0,388,2023-03-20 19:52:49.473,#N/A,
norway22132,Strings,Coding,non_start,0,1,0,0,389,2023-03-20 19:52:58.132,#N/A,
