skill,param,class,value
Two-Dimensional Arrays,learns,norway22117,0.020727515019283695
Two-Dimensional Arrays,learns,norway22121,0.03515524163244018
Two-Dimensional Arrays,learns,norway22125,0.024275525970637583
Two-Dimensional Arrays,learns,norway22126,0.03515524163244018
Two-Dimensional Arrays,learns,norway22128,0.030955885126794945
Two-Dimensional Arrays,learns,norway22130,0.0207275150192837
Two-Dimensional Arrays,learns,norway22135,0.02496707140502945
Two-Dimensional Arrays,learns,norway22140,0.020727515019283695
Two-Dimensional Arrays,learns,norway22141,0.08176720361604743
Two-Dimensional Arrays,learns,norway22144,0.020727515019283695
Two-Dimensional Arrays,learns,norway22148,0.024275525970637583
Two-Dimensional Arrays,learns,norway22151,0.017791161686735276
Two-Dimensional Arrays,learns,norway22152,0.03410499028682363
Two-Dimensional Arrays,learns,norway22173,0.01779116168673528
Two-Dimensional Arrays,learns,norway22178,0.0207275150192837
Two-Dimensional Arrays,learns,norway22179,0.05308348648190158
Two-Dimensional Arrays,guesses,JArrays2dBasic2,0.265448897777574
Two-Dimensional Arrays,guesses,JArrays2dBasic3,0.5792148168349268
Two-Dimensional Arrays,guesses,JPrintMedalsRowColumnTotal,0.11539949413978982
Two-Dimensional Arrays,guesses,JSodaSurverySodaAvg,0.0
Two-Dimensional Arrays,guesses,JSodaSurverySodaRespondentAvg,0.08025551789695391
Two-Dimensional Arrays,slips,JArrays2dBasic2,0.4671941345079353
Two-Dimensional Arrays,slips,JArrays2dBasic3,0.180306237962169
Two-Dimensional Arrays,slips,JPrintMedalsRowColumnTotal,0.6292647197418217
Two-Dimensional Arrays,slips,JSodaSurverySodaAvg,1.0
Two-Dimensional Arrays,slips,JSodaSurverySodaRespondentAvg,0.9327102298793577
Two-Dimensional Arrays,forgets,norway22113,0.0
Two-Dimensional Arrays,forgets,norway22115,0.0
Two-Dimensional Arrays,forgets,norway22117,0.0
Two-Dimensional Arrays,forgets,norway22121,0.0
Two-Dimensional Arrays,forgets,norway22125,0.0
Two-Dimensional Arrays,forgets,norway22126,0.0
Two-Dimensional Arrays,forgets,norway22128,0.0
Two-Dimensional Arrays,forgets,norway22130,0.0
Two-Dimensional Arrays,forgets,norway22135,0.0
Two-Dimensional Arrays,forgets,norway22140,0.0
Two-Dimensional Arrays,forgets,norway22141,0.0
Two-Dimensional Arrays,forgets,norway22144,0.0
Two-Dimensional Arrays,forgets,norway22148,0.0
Two-Dimensional Arrays,forgets,norway22151,0.0
Two-Dimensional Arrays,forgets,norway22152,0.0
Two-Dimensional Arrays,forgets,norway22173,0.0
Two-Dimensional Arrays,forgets,norway22178,0.0
Two-Dimensional Arrays,forgets,norway22179,0.0
Exception handling,prior,default,0.017378859459320117
Exception handling,learns,norway22113,0.02453067128663525
Exception handling,learns,norway22115,0.02453067128663525
Exception handling,learns,norway22116,0.04807356224215293
Exception handling,learns,norway22117,0.024530671286635247
Exception handling,learns,norway22119,0.04807356224215292
Exception handling,learns,norway22130,0.02453067128663525
Exception handling,learns,norway22135,0.02453067128663525
Exception handling,learns,norway22165,0.02453067128663525
Exception handling,learns,norway22168,0.024530671286635247
Exception handling,learns,norway22173,0.02453067128663525
Exception handling,learns,norway22179,0.04807356224215293
Exception handling,guesses,JCheckAge2,0.28657216480619724
Exception handling,guesses,JCheckProductCode2,0.0
Exception handling,guesses,JDecInc2,0.0
Exception handling,slips,JCheckAge2,0.006784732617204624
Exception handling,slips,JCheckProductCode2,1.0
Exception handling,slips,JDecInc2,1.0
Exception handling,forgets,norway22113,0.0
Exception handling,forgets,norway22115,0.0
Exception handling,forgets,norway22116,0.0
Exception handling,forgets,norway22117,0.0
Exception handling,forgets,norway22119,0.0
Exception handling,forgets,norway22130,0.0
Exception handling,forgets,norway22135,0.0
Exception handling,forgets,norway22165,0.0
Exception handling,forgets,norway22168,0.0
Exception handling,forgets,norway22173,0.0
Exception handling,forgets,norway22179,0.0
File processing,prior,default,0.360612073696709
File processing,learns,norway22113,1.0
File processing,learns,norway22115,0.9999999999721726
File processing,learns,norway22117,1.0
File processing,learns,norway22119,1.0
File processing,learns,norway22130,0.9999999999721726
File processing,learns,norway22134,0.9999999999721727
File processing,learns,norway22135,0.9999999999721726
File processing,learns,norway22157,1.0
File processing,learns,norway22168,0.9999999999721726
File processing,learns,norway22173,0.9999999999721726
File processing,guesses,JInputStat2,5.030647818120686e-21
File processing,guesses,JWorkHours2,8.575789232835395e-11
File processing,slips,JInputStat2,0.5652535457688461
File processing,slips,JWorkHours2,0.546007142034817
File processing,forgets,norway22113,0.0
File processing,forgets,norway22115,0.0
File processing,forgets,norway22117,0.0
File processing,forgets,norway22119,0.0
File processing,forgets,norway22130,0.0
File processing,forgets,norway22134,0.0
File processing,forgets,norway22135,0.0
File processing,forgets,norway22157,0.0
File processing,forgets,norway22168,0.0
File processing,forgets,norway22173,0.0
